Time (s), Velocity (m/s), Acceleration (m/s/s), X (m), Y (m), Rotation (rads), Rotation (deg), Curvature (rads/m)
1.02,2.66,9.05,2.79,0.69,0.2632,15.08,-1.88
1.03,2.75,10.00,2.81,0.70,0.2156,12.36,-1.77
1.03,2.84,10.00,2.84,0.70,0.1705,9.77,-1.64
1.05,3.03,10.00,2.89,0.71,0.0887,5.08,-1.38
1.07,3.21,10.00,2.95,0.71,0.0193,1.10,-1.11
1.09,3.38,10.00,3.01,0.71,-0.0376,-2.15,-0.87
1.11,3.55,-5.80,3.07,0.71,-0.0821,-4.71,-0.65
1.14,3.35,-10.00,3.19,0.69,-0.1363,-7.81,-0.26
1.18,2.97,-10.00,3.30,0.68,-0.1449,-8.30,0.13
1.22,2.57,-10.00,3.41,0.66,-0.1020,-5.85,0.69
1.24,2.36,-10.00,3.47,0.66,-0.0560,-3.21,1.12
1.26,2.15,-10.00,3.51,0.66,0.0117,0.67,1.74
1.27,2.04,-10.00,3.54,0.66,0.0554,3.17,2.14
1.28,1.93,-10.00,3.56,0.66,0.1067,6.11,2.61
1.29,1.82,-10.00,3.58,0.66,0.1663,9.53,3.17
1.30,1.71,-10.00,3.60,0.67,0.2351,13.47,3.80
1.32,1.59,-10.00,3.62,0.67,0.3135,17.96,4.48
1.32,1.53,-10.00,3.63,0.67,0.3563,20.42,4.83
1.33,1.47,-10.00,3.63,0.68,0.4015,23.00,5.18
1.33,1.41,-8.98,3.64,0.68,0.4488,25.72,5.51
1.34,1.36,-7.10,3.65,0.68,0.4982,28.54,5.81
1.35,1.31,-5.32,3.66,0.69,0.5494,31.48,6.07
1.35,1.28,-3.61,3.66,0.69,0.6020,34.49,6.29
1.36,1.25,-1.95,3.67,0.70,0.6558,37.58,6.44
1.37,1.24,-0.33,3.68,0.70,0.7104,40.70,6.52
1.37,1.24,1.29,3.68,0.71,0.7652,43.84,6.54
1.38,1.24,2.93,3.69,0.72,0.8199,46.98,6.47
1.39,1.26,4.61,3.70,0.72,0.8740,50.08,6.34
1.39,1.29,6.36,3.70,0.73,0.9271,53.12,6.14
1.40,1.34,8.20,3.71,0.74,0.9788,56.08,5.89
1.41,1.39,10.00,3.71,0.74,1.0288,58.94,5.60
1.41,1.45,10.00,3.71,0.75,1.0767,61.69,5.27
1.42,1.51,10.00,3.72,0.76,1.1225,64.32,4.93
1.43,1.63,10.00,3.73,0.78,1.2069,69.15,4.22
1.44,1.74,10.00,3.73,0.79,1.2814,73.42,3.54
1.45,1.85,10.00,3.74,0.81,1.3459,77.12,2.91
1.46,1.96,10.00,3.74,0.83,1.4011,80.28,2.37
1.48,2.07,2.78,3.74,0.86,1.4475,82.93,1.90
1.50,2.13,-10.00,3.75,0.90,1.5164,86.88,1.14
1.55,1.60,-10.00,3.75,1.00,1.5708,90.00,0.00
1.57,1.42,-10.00,3.75,1.03,1.5394,88.20,-2.26
1.58,1.32,-10.00,3.75,1.04,1.5006,85.98,-3.50
1.59,1.22,-10.00,3.75,1.05,1.4457,82.83,-4.92
1.60,1.11,-10.00,3.75,1.07,1.3734,78.69,-6.58
1.61,1.05,-10.00,3.76,1.07,1.3304,76.22,-7.50
1.61,0.99,-10.00,3.76,1.08,1.2826,73.49,-8.47
1.62,0.93,-10.00,3.76,1.08,1.2300,70.47,-9.47
1.62,0.87,-9.32,3.76,1.09,1.1726,67.19,-10.47
1.63,0.81,-6.91,3.76,1.09,1.1107,63.64,-11.42
1.64,0.76,-4.86,3.77,1.10,1.0446,59.85,-12.28
1.64,0.72,-3.06,3.77,1.10,0.9749,55.86,-12.99
1.65,0.70,-1.42,3.77,1.11,0.9023,51.70,-13.49
1.66,0.69,0.12,3.78,1.11,0.8277,47.43,-13.74
1.67,0.69,1.65,3.78,1.12,0.7522,43.10,-13.71
1.68,0.70,3.23,3.78,1.12,0.6769,38.78,-13.42
1.68,0.72,4.94,3.79,1.12,0.6028,34.54,-12.88
1.69,0.76,6.82,3.79,1.13,0.5308,30.41,-12.15
1.70,0.81,8.92,3.80,1.13,0.4617,26.45,-11.28
1.71,0.88,10.00,3.80,1.13,0.3961,22.69,-10.33
1.71,0.95,10.00,3.81,1.13,0.3343,19.15,-9.36
1.72,1.01,10.00,3.82,1.14,0.2766,15.85,-8.41
1.73,1.08,10.00,3.82,1.14,0.2230,12.78,-7.50
1.73,1.14,10.00,3.83,1.14,0.1735,9.94,-6.66
1.74,1.20,10.00,3.84,1.14,0.1278,7.33,-5.89
1.75,1.33,10.00,3.85,1.14,0.0473,2.71,-4.60
1.76,1.45,10.00,3.87,1.14,-0.0206,-1.18,-3.59
1.78,1.56,10.00,3.89,1.14,-0.0778,-4.46,-2.82
1.79,1.68,10.00,3.91,1.14,-0.1262,-7.23,-2.24
1.80,1.80,10.00,3.93,1.14,-0.1673,-9.59,-1.79
1.82,2.03,10.00,3.97,1.13,-0.2324,-13.32,-1.19
1.85,2.26,10.00,4.02,1.11,-0.2806,-16.08,-0.82
1.89,2.69,-0.23,4.12,1.08,-0.3442,-19.72,-0.42
1.93,2.68,-10.00,4.22,1.04,-0.3796,-21.75,-0.22
1.98,2.23,-10.00,4.33,1.00,-0.3952,-22.64,-0.06
2.02,1.74,-10.00,4.42,0.96,-0.3909,-22.40,0.19
2.08,1.21,-10.00,4.49,0.93,-0.3542,-20.29,0.98
2.11,0.93,-10.00,4.52,0.92,-0.3095,-17.74,2.32
2.12,0.79,-10.00,4.53,0.92,-0.2735,-15.67,3.81
2.13,0.65,-10.00,4.54,0.92,-0.2212,-12.68,6.71
2.15,0.50,-10.00,4.55,0.92,-0.1417,-8.12,13.01
2.16,0.42,-10.00,4.55,0.91,-0.0852,-4.88,18.96
2.17,0.33,-10.00,4.55,0.91,-0.0116,-0.66,28.62
2.17,0.29,-10.00,4.56,0.91,0.0339,1.94,35.64
2.18,0.24,-8.41,4.56,0.91,0.0867,4.97,44.76
2.18,0.19,-5.88,4.56,0.91,0.1483,8.50,56.59
2.19,0.15,-4.01,4.56,0.92,0.2204,12.63,71.85
2.20,0.12,-2.93,4.56,0.92,0.3050,17.48,91.16
2.20,0.11,-2.36,4.56,0.92,0.3525,20.20,102.43
2.20,0.09,-1.89,4.56,0.92,0.4038,23.14,114.73
2.21,0.09,-1.50,4.56,0.92,0.4591,26.30,127.89
2.21,0.08,-1.17,4.56,0.92,0.5183,29.70,141.65
2.22,0.07,-0.90,4.56,0.92,0.5815,33.32,155.58
2.23,0.06,-0.68,4.56,0.92,0.6485,37.16,169.11
2.23,0.06,-0.48,4.56,0.92,0.7190,41.20,181.52
2.24,0.06,-0.32,4.56,0.92,0.7925,45.41,192.03
2.25,0.05,-0.17,4.56,0.92,0.8684,49.75,199.87
2.25,0.05,-0.03,4.56,0.92,0.9458,54.19,204.40
2.26,0.05,0.11,4.56,0.92,1.0238,58.66,205.22
2.27,0.05,0.25,4.56,0.92,1.1014,63.11,202.28
2.28,0.06,0.41,4.57,0.92,1.1778,67.48,195.85
2.28,0.06,0.59,4.57,0.92,1.2521,71.74,186.47
2.29,0.06,0.80,4.57,0.92,1.3235,75.83,174.89
2.29,0.07,1.06,4.57,0.92,1.3915,79.73,161.88
2.30,0.07,1.36,4.57,0.92,1.4558,83.41,148.20
2.31,0.08,1.72,4.57,0.92,1.5162,86.87,134.47
2.31,0.09,2.12,4.57,0.92,1.5726,90.10,121.15
2.32,0.10,2.62,4.57,0.92,1.6250,93.10,108.60
2.32,0.11,3.22,4.57,0.92,1.6735,95.89,96.98
2.32,0.13,4.33,4.57,0.92,1.7185,98.46,86.41
2.33,0.16,6.21,4.57,0.92,1.7984,103.04,68.41
2.34,0.20,8.66,4.56,0.92,1.8665,106.94,54.23
2.34,0.24,10.00,4.56,0.93,1.9247,110.28,43.22
2.35,0.29,10.00,4.56,0.93,1.9746,113.14,34.70
2.36,0.38,10.00,4.56,0.93,2.0550,117.74,22.96
2.36,0.45,10.00,4.56,0.93,2.1161,121.24,15.74
2.38,0.60,10.00,4.56,0.94,2.2011,126.11,8.13
2.39,0.73,10.00,4.55,0.95,2.2558,129.25,4.62
2.42,0.98,10.00,4.54,0.96,2.3182,132.82,1.77
2.46,1.43,-8.27,4.50,1.00,2.3562,135.00,-0.00
2.51,0.99,-10.00,4.46,1.05,2.3013,131.86,-2.21
2.53,0.85,-10.00,4.45,1.06,2.2637,129.70,-3.64
2.54,0.70,-10.00,4.44,1.06,2.2076,126.48,-6.38
2.56,0.54,-10.00,4.43,1.07,2.1204,121.49,-12.26
2.57,0.45,-10.00,4.43,1.08,2.0578,117.91,-17.81
2.58,0.36,-10.00,4.43,1.08,1.9756,113.20,-26.80
2.58,0.31,-10.00,4.43,1.08,1.9246,110.27,-33.30
2.59,0.25,-7.59,4.43,1.08,1.8652,106.87,-41.69
2.59,0.20,-5.34,4.43,1.08,1.7958,102.89,-52.46
2.60,0.16,-3.99,4.43,1.09,1.7145,98.23,-66.07
2.61,0.15,-3.27,4.43,1.09,1.6687,95.61,-74.03
2.61,0.13,-2.65,4.43,1.09,1.6194,92.78,-82.74
2.62,0.12,-2.16,4.43,1.09,1.5662,89.73,-92.13
2.62,0.11,-1.70,4.43,1.09,1.5090,86.46,-102.02
2.63,0.10,-1.32,4.43,1.09,1.4479,82.96,-112.17
2.63,0.09,-1.01,4.43,1.09,1.3828,79.23,-122.19
2.64,0.08,-0.74,4.43,1.09,1.3141,75.29,-131.62
2.65,0.08,-0.51,4.43,1.09,1.2421,71.16,-139.90
2.65,0.07,-0.30,4.43,1.09,1.1673,66.88,-146.45
2.66,0.07,-0.11,4.43,1.09,1.0906,62.48,-150.75
2.67,0.07,0.07,4.43,1.09,1.0127,58.02,-152.43
2.67,0.07,0.26,4.43,1.09,0.9346,53.55,-151.33
2.68,0.07,0.46,4.43,1.09,0.8573,49.12,-147.53
2.69,0.08,0.68,4.43,1.09,0.7816,44.78,-141.36
2.69,0.08,0.94,4.43,1.09,0.7083,40.58,-133.32
2.70,0.09,1.24,4.43,1.09,0.6381,36.56,-123.96
2.71,0.10,1.61,4.43,1.09,0.5714,32.74,-113.88
2.71,0.10,2.04,4.43,1.09,0.5086,29.14,-103.57
2.72,0.12,2.56,4.43,1.09,0.4497,25.77,-93.44
2.72,0.13,3.19,4.43,1.10,0.3948,22.62,-83.79
2.73,0.14,3.93,4.43,1.10,0.3437,19.69,-74.81
2.73,0.16,5.33,4.43,1.10,0.2964,16.98,-66.59
2.74,0.20,7.74,4.44,1.10,0.2121,12.15,-52.53
2.75,0.25,10.00,4.44,1.10,0.1400,8.02,-41.45
2.75,0.31,10.00,4.44,1.10,0.0783,4.49,-32.85
2.76,0.37,10.00,4.44,1.10,0.0253,1.45,-26.23
2.76,0.42,10.00,4.44,1.10,-0.0205,-1.18,-21.13
2.77,0.51,10.00,4.45,1.10,-0.0952,-5.45,-14.10
2.78,0.60,10.00,4.45,1.10,-0.1529,-8.76,-9.76
2.80,0.77,10.00,4.46,1.09,-0.2357,-13.50,-5.15
2.82,0.94,10.00,4.48,1.09,-0.2917,-16.71,-3.02
2.85,1.26,10.00,4.51,1.08,-0.3623,-20.76,-1.30
2.88,1.58,10.00,4.55,1.06,-0.4053,-23.22,-0.69
2.94,2.20,10.00,4.66,1.01,-0.4574,-26.20,-0.30
2.97,2.50,10.00,4.72,0.98,-0.4757,-27.25,-0.24
3.00,2.78,10.00,4.79,0.95,-0.4917,-28.17,-0.20
3.03,3.04,10.00,4.86,0.91,-0.5067,-29.03,-0.19
3.05,3.29,-7.03,4.92,0.87,-0.5215,-29.88,-0.19
3.08,3.12,-10.00,4.99,0.83,-0.5371,-30.77,-0.21
3.10,2.86,-10.00,5.06,0.79,-0.5543,-31.76,-0.24
3.13,2.58,-10.00,5.12,0.75,-0.5744,-32.91,-0.30
3.16,2.30,-10.00,5.18,0.71,-0.5989,-34.31,-0.41
3.22,1.69,-10.00,5.28,0.64,-0.6736,-38.59,-0.98
3.25,1.38,-10.00,5.32,0.61,-0.7364,-42.19,-1.78
3.27,1.22,-10.00,5.33,0.59,-0.7800,-44.69,-2.53
3.28,1.06,-10.00,5.34,0.58,-0.8363,-47.91,-3.77
3.30,0.90,-10.00,5.35,0.57,-0.9110,-52.20,-5.88
3.31,0.82,-10.00,5.36,0.56,-0.9581,-54.89,-7.49
3.31,0.74,-10.00,5.36,0.56,-1.0136,-58.08,-9.66
3.32,0.65,-10.00,5.36,0.55,-1.0797,-61.86,-12.60
3.33,0.56,-10.00,5.37,0.55,-1.1587,-66.39,-16.56
3.34,0.51,-10.00,5.37,0.55,-1.2039,-68.98,-19.01
3.34,0.46,-9.86,5.37,0.54,-1.2534,-71.81,-21.80
3.35,0.41,-7.95,5.37,0.54,-1.3075,-74.92,-24.94
3.35,0.36,-6.32,5.37,0.54,-1.3666,-78.30,-28.42
3.36,0.32,-4.93,5.37,0.54,-1.4309,-81.98,-32.17
3.37,0.29,-3.77,5.37,0.53,-1.5004,-85.96,-36.09
3.37,0.27,-2.95,5.37,0.53,-1.5749,-90.24,-40.00
3.38,0.24,-2.06,5.37,0.53,-1.6543,-94.78,-43.65
3.39,0.23,-1.31,5.37,0.53,-1.7377,-99.56,-46.78
3.40,0.22,-0.81,5.37,0.53,-1.8242,-104.52,-49.07
3.40,0.21,-0.50,5.37,0.53,-1.8683,-107.04,-49.84
3.40,0.21,-0.20,5.37,0.53,-1.9127,-109.59,-50.31
3.41,0.21,0.09,5.37,0.52,-1.9572,-112.14,-50.48
3.41,0.21,0.39,5.37,0.52,-2.0016,-114.68,-50.34
3.42,0.21,0.69,5.37,0.52,-2.0458,-117.22,-49.91
3.42,0.21,1.17,5.37,0.52,-2.0896,-119.73,-49.18
3.43,0.22,1.86,5.37,0.52,-2.1753,-124.64,-46.97
3.44,0.24,2.67,5.37,0.52,-2.2576,-129.35,-43.94
3.44,0.26,3.62,5.36,0.52,-2.3355,-133.82,-40.38
3.45,0.28,4.76,5.36,0.52,-2.4085,-138.00,-36.57
3.46,0.31,6.12,5.36,0.52,-2.4763,-141.88,-32.74
3.46,0.35,7.75,5.36,0.51,-2.5387,-145.46,-29.05
3.47,0.40,9.67,5.36,0.51,-2.5960,-148.74,-25.62
3.48,0.45,10.00,5.36,0.51,-2.6483,-151.74,-22.51
3.48,0.49,10.00,5.35,0.51,-2.6960,-154.47,-19.73
3.49,0.58,10.00,5.35,0.51,-2.7788,-159.22,-15.14
3.50,0.67,10.00,5.34,0.51,-2.8474,-163.14,-11.65
3.50,0.74,10.00,5.34,0.51,-2.9042,-166.40,-9.03
3.52,0.89,10.00,5.33,0.50,-2.9907,-171.35,-5.57
3.53,1.03,10.00,5.31,0.50,-3.0510,-174.81,-3.52
3.56,1.30,8.75,5.28,0.50,-3.1203,-178.78,-1.33
3.58,1.50,-10.00,5.25,0.50,3.1416,180.00,-0.00
3.63,1.00,-10.00,5.19,0.50,-3.0840,-176.70,2.32
3.65,0.85,-10.00,5.17,0.50,-3.0442,-174.42,3.85
3.66,0.70,-10.00,5.16,0.50,-2.9848,-171.02,6.72
3.67,0.62,-10.00,5.16,0.50,-2.9441,-168.68,9.15
3.68,0.54,-10.00,5.15,0.49,-2.8928,-165.74,12.79
3.69,0.46,-10.00,5.15,0.49,-2.8271,-161.98,18.39
3.70,0.36,-10.00,5.14,0.49,-2.7415,-157.08,27.23
3.70,0.31,-9.64,5.14,0.49,-2.6888,-154.06,33.46
3.71,0.25,-7.02,5.14,0.49,-2.6280,-150.57,41.31
3.72,0.21,-4.98,5.14,0.49,-2.5576,-146.54,51.11
3.72,0.17,-3.76,5.14,0.49,-2.4762,-141.88,63.09
3.73,0.15,-3.10,5.14,0.49,-2.4309,-139.28,69.89
3.73,0.14,-2.53,5.14,0.49,-2.3823,-136.50,77.17
3.74,0.13,-2.05,5.14,0.49,-2.3305,-133.53,84.82
3.74,0.12,-1.64,5.14,0.49,-2.2752,-130.36,92.69
3.75,0.11,-1.28,5.14,0.49,-2.2166,-127.00,100.55
3.75,0.10,-0.98,5.14,0.49,-2.1548,-123.46,108.09
3.76,0.09,-0.72,5.14,0.49,-2.0901,-119.75,114.97
3.77,0.09,-0.48,5.14,0.49,-2.0228,-115.90,120.82
3.77,0.09,-0.27,5.14,0.48,-1.9535,-111.93,125.25
3.78,0.09,-0.07,5.14,0.48,-1.8827,-107.87,127.96
3.78,0.08,0.13,5.13,0.48,-1.8112,-103.78,128.75
3.79,0.09,0.34,5.13,0.48,-1.7397,-99.68,127.54
3.80,0.09,0.56,5.13,0.48,-1.6689,-95.62,124.42
3.80,0.09,0.79,5.13,0.48,-1.5995,-91.64,119.61
3.81,0.10,1.05,5.13,0.48,-1.5321,-87.78,113.44
3.82,0.10,1.37,5.13,0.48,-1.4673,-84.07,106.29
3.82,0.11,1.74,5.13,0.48,-1.4054,-80.52,98.53
3.83,0.12,2.18,5.13,0.48,-1.3467,-77.16,90.52
3.83,0.13,2.69,5.14,0.48,-1.2912,-73.98,82.54
3.84,0.14,3.30,5.14,0.48,-1.2392,-71.00,74.83
3.84,0.16,4.00,5.14,0.48,-1.1905,-68.21,67.53
3.85,0.18,5.29,5.14,0.48,-1.1450,-65.60,60.75
3.85,0.22,7.45,5.14,0.48,-1.0632,-60.91,48.87
3.86,0.27,10.00,5.14,0.47,-0.9924,-56.86,39.23
3.87,0.32,10.00,5.14,0.47,-0.9312,-53.35,31.56
3.87,0.38,10.00,5.14,0.47,-0.8781,-50.31,25.51
3.88,0.43,10.00,5.14,0.47,-0.8319,-47.67,20.75
3.89,0.52,10.00,5.14,0.47,-0.7561,-43.32,14.05
3.89,0.61,10.00,5.15,0.46,-0.6971,-39.94,9.82
3.91,0.78,10.00,5.16,0.46,-0.6123,-35.08,5.21
3.93,0.95,10.00,5.17,0.45,-0.5552,-31.81,3.04
3.96,1.27,10.00,5.20,0.43,-0.4848,-27.78,1.26
3.99,1.59,10.00,5.24,0.41,-0.4442,-25.45,0.63
4.05,2.21,10.00,5.35,0.36,-0.4022,-23.05,0.20
4.08,2.50,10.00,5.41,0.34,-0.3913,-22.42,0.12
4.11,2.78,10.00,5.48,0.31,-0.3843,-22.02,0.07
4.14,3.04,10.00,5.55,0.28,-0.3804,-21.80,0.03
4.16,3.29,-10.00,5.63,0.25,-0.3792,-21.73,0.00
4.19,3.04,-10.00,5.70,0.22,-0.3804,-21.80,-0.03
4.21,2.78,-10.00,5.77,0.19,-0.3843,-22.02,-0.07
4.24,2.50,-10.00,5.84,0.16,-0.3913,-22.42,-0.12
4.27,2.21,-10.00,5.90,0.14,-0.4022,-23.05,-0.20
4.33,1.59,-10.00,6.01,0.09,-0.4442,-25.45,-0.63
4.37,1.27,-10.00,6.05,0.07,-0.4848,-27.78,-1.26
4.40,0.95,-10.00,6.08,0.05,-0.5552,-31.81,-3.04
4.41,0.78,-10.00,6.09,0.04,-0.6123,-35.08,-5.21
4.43,0.61,-10.00,6.10,0.04,-0.6971,-39.94,-9.82
4.44,0.52,-10.00,6.11,0.03,-0.7561,-43.32,-14.05
4.45,0.43,-10.00,6.11,0.03,-0.8319,-47.67,-20.75
4.45,0.38,-10.00,6.11,0.03,-0.8781,-50.31,-25.51
4.46,0.32,-10.00,6.11,0.03,-0.9312,-53.35,-31.56
4.47,0.27,-7.45,6.11,0.03,-0.9924,-56.86,-39.23
4.47,0.22,-5.29,6.11,0.02,-1.0632,-60.91,-48.87
4.48,0.18,-4.00,6.11,0.02,-1.1450,-65.60,-60.75
4.48,0.16,-3.30,6.11,0.02,-1.1905,-68.21,-67.53
4.49,0.14,-2.69,6.11,0.02,-1.2392,-71.00,-74.83
4.49,0.13,-2.18,6.11,0.02,-1.2912,-73.98,-82.54
4.50,0.12,-1.74,6.12,0.02,-1.3467,-77.16,-90.52
4.50,0.11,-1.37,6.12,0.02,-1.4054,-80.52,-98.53
4.51,0.10,-1.05,6.12,0.02,-1.4673,-84.07,-106.29
4.52,0.10,-0.79,6.12,0.02,-1.5321,-87.78,-113.44
4.52,0.09,-0.56,6.12,0.02,-1.5995,-91.64,-119.61
4.53,0.09,-0.34,6.12,0.02,-1.6689,-95.62,-124.42
4.54,0.09,-0.13,6.12,0.02,-1.7397,-99.68,-127.54
4.54,0.08,0.07,6.12,0.02,-1.8112,-103.78,-128.75
4.55,0.09,0.27,6.11,0.02,-1.8827,-107.87,-127.96
4.55,0.09,0.48,6.11,0.02,-1.9535,-111.93,-125.25
4.56,0.09,0.72,6.11,0.01,-2.0228,-115.90,-120.82
4.57,0.09,0.98,6.11,0.01,-2.0901,-119.75,-114.97
4.57,0.10,1.28,6.11,0.01,-2.1548,-123.46,-108.09
4.58,0.11,1.64,6.11,0.01,-2.2166,-127.00,-100.55
4.58,0.12,2.05,6.11,0.01,-2.2752,-130.36,-92.69
4.59,0.13,2.53,6.11,0.01,-2.3305,-133.53,-84.82
4.59,0.14,3.10,6.11,0.01,-2.3823,-136.50,-77.17
4.60,0.15,3.76,6.11,0.01,-2.4309,-139.28,-69.89
4.60,0.17,4.98,6.11,0.01,-2.4762,-141.88,-63.09
4.61,0.21,7.02,6.11,0.01,-2.5576,-146.54,-51.11
4.62,0.25,9.64,6.11,0.01,-2.6280,-150.57,-41.31
4.62,0.31,10.00,6.11,0.01,-2.6888,-154.06,-33.46
4.63,0.36,10.00,6.11,0.01,-2.7415,-157.08,-27.23
4.64,0.46,10.00,6.10,0.01,-2.8271,-161.98,-18.39
4.65,0.54,10.00,6.10,0.01,-2.8928,-165.74,-12.79
4.65,0.62,10.00,6.09,0.00,-2.9441,-168.68,-9.15
4.66,0.70,10.00,6.09,0.00,-2.9848,-171.02,-6.72
4.68,0.85,10.00,6.08,0.00,-3.0442,-174.42,-3.85
4.69,1.00,-7.79,6.06,0.00,-3.0840,-176.70,-2.32
4.82,0.00,-7.79,6.00,-0.00,-3.1416,-180.00,-0.00
