Time (s), Velocity (m/s), Acceleration (m/s/s), X (m), Y (m), Rotation (rads), Rotation (deg), Curvature (rads/m)
3.21,3.21,0.27,5.51,2.53,-0.2648,-15.17,-0.34
3.24,3.22,-1.00,5.60,2.50,-0.2987,-17.11,-0.36
3.27,3.19,-1.00,5.69,2.47,-0.3344,-19.16,-0.39
3.30,3.16,-1.00,5.78,2.44,-0.3723,-21.33,-0.42
3.33,3.13,-1.00,5.86,2.41,-0.4127,-23.65,-0.46
3.36,3.10,-1.00,5.95,2.37,-0.4559,-26.12,-0.51
3.39,3.07,-1.00,6.02,2.33,-0.5022,-28.78,-0.56
3.41,3.05,-1.00,6.10,2.29,-0.5522,-31.64,-0.62
3.44,3.02,-1.00,6.17,2.24,-0.6036,-34.59,-0.62
3.47,2.99,-1.00,6.23,2.19,-0.6538,-37.46,-0.62
3.49,2.97,-1.00,6.29,2.14,-0.7023,-40.24,-0.61
3.52,2.94,-1.00,6.35,2.09,-0.7488,-42.90,-0.59
3.55,2.91,-1.00,6.41,2.04,-0.7929,-45.43,-0.56
3.57,2.89,-1.00,6.46,1.98,-0.8344,-47.81,-0.54
3.60,2.86,-1.00,6.51,1.93,-0.8730,-50.02,-0.50
3.62,2.84,-1.00,6.55,1.87,-0.9086,-52.06,-0.47
3.65,2.81,-1.00,6.60,1.81,-0.9410,-53.92,-0.43
3.68,2.78,-1.00,6.64,1.76,-0.9702,-55.59,-0.39
3.70,2.76,-1.00,6.68,1.70,-0.9959,-57.06,-0.34
3.73,2.73,-1.00,6.71,1.64,-1.0182,-58.34,-0.30
3.75,2.71,-1.00,6.75,1.58,-1.0369,-59.41,-0.25
3.78,2.68,-1.00,6.78,1.52,-1.0520,-60.28,-0.20
3.80,2.66,-1.00,6.82,1.46,-1.0633,-60.92,-0.14
3.83,2.63,-1.00,6.85,1.40,-1.0707,-61.35,-0.08
3.85,2.61,-1.00,6.88,1.35,-1.0740,-61.53,-0.02
3.88,2.58,-1.00,6.91,1.29,-1.0729,-61.47,0.05
3.92,2.54,-1.00,6.97,1.19,-1.0563,-60.52,0.23
3.97,2.49,-1.00,7.03,1.09,-1.0176,-58.30,0.46
4.01,2.45,-1.00,7.08,1.00,-0.9517,-54.53,0.78
4.03,2.43,-1.00,7.12,0.96,-0.9066,-51.95,0.98
4.05,2.41,-1.00,7.15,0.92,-0.8523,-48.83,1.22
4.07,2.39,-1.00,7.18,0.88,-0.7879,-45.14,1.48
4.09,2.37,-1.00,7.21,0.85,-0.7129,-40.85,1.76
4.11,2.35,-1.00,7.25,0.82,-0.6272,-35.93,2.03
4.12,2.34,-1.00,7.27,0.81,-0.5805,-33.26,2.16
4.13,2.33,-1.00,7.29,0.80,-0.5314,-30.45,2.28
4.14,2.32,-1.00,7.31,0.79,-0.4802,-27.52,2.37
4.15,2.31,-1.00,7.32,0.78,-0.4273,-24.48,2.45
4.16,2.30,0.61,7.35,0.77,-0.3729,-21.36,2.50
4.17,2.31,1.00,7.37,0.76,-0.3174,-18.19,2.51
4.18,2.32,1.00,7.39,0.76,-0.2628,-15.06,2.39
4.19,2.32,1.00,7.41,0.75,-0.2104,-12.06,2.26
4.20,2.33,1.00,7.43,0.75,-0.1604,-9.19,2.13
4.21,2.34,1.00,7.45,0.74,-0.1126,-6.45,2.00
4.22,2.35,1.00,7.48,0.74,-0.0672,-3.85,1.88
4.23,2.36,1.00,7.50,0.74,-0.0240,-1.38,1.76
4.25,2.39,1.00,7.55,0.74,0.0561,3.22,1.54
4.27,2.41,1.00,7.60,0.75,0.1286,7.37,1.35
4.29,2.43,1.00,7.65,0.75,0.1944,11.14,1.19
4.31,2.45,1.00,7.70,0.77,0.2545,14.58,1.06
4.34,2.47,1.00,7.76,0.78,0.3097,17.74,0.95
4.36,2.49,1.00,7.81,0.80,0.3608,20.67,0.86
4.38,2.52,1.00,7.86,0.82,0.4087,23.42,0.79
4.40,2.54,1.00,7.92,0.85,0.4538,26.00,0.74
4.43,2.56,1.00,7.97,0.87,0.4969,28.47,0.70
4.48,2.61,1.00,8.08,0.94,0.5787,33.15,0.65
4.52,2.66,1.00,8.18,1.01,0.6576,37.68,0.63
4.57,2.71,1.00,8.27,1.09,0.7371,42.23,0.65
4.61,2.75,1.00,8.36,1.18,0.8202,47.00,0.70
4.64,2.77,1.00,8.40,1.22,0.8642,49.51,0.74
4.66,2.80,1.00,8.44,1.27,0.9103,52.16,0.78
4.68,2.82,1.00,8.48,1.32,0.9592,54.96,0.84
4.70,2.84,1.00,8.51,1.37,1.0113,57.94,0.92
4.72,2.86,0.66,8.54,1.42,1.0671,61.14,1.00
4.74,2.87,-1.00,8.56,1.47,1.1272,64.58,1.10
4.76,2.85,-1.00,8.59,1.52,1.1922,68.31,1.22
4.78,2.83,-1.00,8.61,1.57,1.2627,72.35,1.35
4.80,2.81,-1.00,8.62,1.62,1.3391,76.72,1.49
4.82,2.79,-1.00,8.63,1.67,1.4217,81.45,1.63
4.83,2.78,-1.00,8.63,1.70,1.4653,83.96,1.70
4.84,2.78,-1.00,8.64,1.73,1.5105,86.55,1.77
4.85,2.77,-1.00,8.64,1.75,1.5572,89.22,1.83
4.86,2.76,0.00,8.64,1.78,1.6053,91.98,1.89
4.87,2.76,0.79,8.63,1.80,1.6536,94.74,1.85
4.87,2.76,1.00,8.63,1.83,1.7007,97.44,1.80
4.88,2.77,-0.28,8.63,1.85,1.7466,100.07,1.75
4.89,2.77,-1.00,8.62,1.88,1.7912,102.63,1.69
4.91,2.75,-1.00,8.61,1.93,1.8763,107.51,1.57
4.93,2.73,-1.00,8.59,1.98,1.9559,112.06,1.45
4.95,2.71,-1.00,8.57,2.03,2.0299,116.31,1.33
4.97,2.69,-1.00,8.54,2.08,2.0988,120.25,1.22
4.99,2.67,-1.00,8.51,2.12,2.1631,123.93,1.12
5.01,2.65,-1.00,8.48,2.17,2.2231,127.37,1.04
5.03,2.63,-1.00,8.45,2.21,2.2794,130.60,0.96
5.06,2.61,-1.00,8.41,2.25,2.3327,133.65,0.90
5.08,2.59,-1.00,8.37,2.30,2.3833,136.55,0.86
5.10,2.56,-1.00,8.32,2.33,2.4318,139.33,0.82
5.12,2.54,-1.00,8.28,2.37,2.4787,142.02,0.79
5.15,2.52,-1.00,8.23,2.41,2.5245,144.64,0.77
5.17,2.49,-1.00,8.18,2.44,2.5696,147.23,0.77
5.19,2.47,-1.00,8.13,2.47,2.6145,149.80,0.77
5.22,2.45,-1.00,8.08,2.50,2.6596,152.39,0.79
5.24,2.42,-1.00,8.03,2.52,2.7055,155.01,0.81
5.26,2.40,-1.00,7.98,2.55,2.7526,157.71,0.85
5.29,2.38,-1.00,7.93,2.57,2.8015,160.51,0.90
5.31,2.35,-1.00,7.87,2.58,2.8527,163.45,0.96
5.33,2.33,-1.00,7.82,2.60,2.9070,166.56,1.05
5.36,2.31,-1.00,7.77,2.61,2.9650,169.88,1.15
5.38,2.28,-1.00,7.72,2.61,3.0276,173.47,1.28
5.40,2.26,-1.00,7.67,2.62,3.0955,177.36,1.43
5.42,2.24,-1.00,7.62,2.62,-3.1135,-178.39,1.61
5.44,2.22,-1.00,7.57,2.62,-3.0321,-173.73,1.81
5.46,2.21,-1.00,7.55,2.61,-2.9886,-171.23,1.93
5.47,2.20,-1.00,7.53,2.61,-2.9429,-168.62,2.04
5.48,2.19,-1.00,7.50,2.60,-2.8951,-165.88,2.16
5.49,2.18,-1.00,7.48,2.60,-2.8452,-163.02,2.28
5.50,2.17,-1.00,7.46,2.59,-2.7932,-160.04,2.40
5.51,2.16,-1.00,7.44,2.58,-2.7391,-156.94,2.51
5.52,2.15,-1.00,7.42,2.57,-2.6829,-153.72,2.61
5.53,2.14,-1.00,7.40,2.56,-2.6250,-150.40,2.70
5.54,2.13,-1.00,7.38,2.55,-2.5655,-146.99,2.77
5.55,2.12,1.00,7.37,2.54,-2.5046,-143.50,2.82
5.56,2.13,1.00,7.35,2.53,-2.4444,-140.05,2.69
5.57,2.14,1.00,7.33,2.51,-2.3871,-136.77,2.52
5.58,2.15,1.00,7.32,2.50,-2.3329,-133.67,2.35
5.59,2.16,1.00,7.30,2.48,-2.2822,-130.76,2.16
5.60,2.17,1.00,7.29,2.46,-2.2349,-128.05,1.97
5.61,2.18,1.00,7.27,2.44,-2.1912,-125.55,1.79
5.63,2.20,1.00,7.25,2.40,-2.1140,-121.12,1.44
5.65,2.22,1.00,7.22,2.36,-2.0496,-117.43,1.15
5.68,2.25,1.00,7.20,2.31,-1.9968,-114.41,0.89
5.73,2.30,1.00,7.16,2.21,-1.9205,-110.04,0.52
5.78,2.35,1.00,7.12,2.10,-1.8757,-107.47,0.26
5.83,2.40,1.00,7.08,1.98,-1.8557,-106.33,0.07
5.86,2.43,1.00,7.07,1.91,-1.8537,-106.21,-0.01
5.88,2.45,1.00,7.05,1.85,-1.8564,-106.36,-0.07
5.91,2.48,1.00,7.03,1.79,-1.8636,-106.78,-0.14
5.94,2.51,1.00,7.01,1.72,-1.8752,-107.44,-0.20
5.97,2.54,1.00,6.99,1.65,-1.8911,-108.35,-0.26
6.00,2.56,1.00,6.96,1.59,-1.9113,-109.51,-0.31
6.02,2.59,1.00,6.94,1.52,-1.9356,-110.90,-0.37
6.05,2.62,1.00,6.91,1.45,-1.9642,-112.54,-0.43
6.08,2.65,1.00,6.88,1.39,-1.9970,-114.42,-0.48
6.10,2.67,1.00,6.85,1.32,-2.0341,-116.55,-0.54
6.13,2.70,1.00,6.82,1.26,-2.0755,-118.92,-0.60
6.16,2.73,1.00,6.78,1.20,-2.1212,-121.53,-0.65
6.19,2.75,1.00,6.74,1.13,-2.1709,-124.39,-0.70
6.21,2.78,1.00,6.70,1.07,-2.2246,-127.46,-0.75
6.24,2.81,1.00,6.65,1.02,-2.2819,-130.75,-0.78
6.27,2.84,1.00,6.60,0.96,-2.3424,-134.21,-0.81
6.29,2.86,1.00,6.54,0.91,-2.4056,-137.83,-0.82
6.32,2.89,1.00,6.48,0.85,-2.4707,-141.56,-0.83
6.35,2.92,1.00,6.42,0.81,-2.5370,-145.36,-0.82
6.38,2.95,1.00,6.35,0.76,-2.6038,-149.19,-0.79
6.41,2.97,1.00,6.27,0.72,-2.6671,-152.81,-0.69
6.44,3.00,1.00,6.19,0.68,-2.7241,-156.08,-0.60
6.47,3.03,1.00,6.11,0.65,-2.7755,-159.03,-0.52
6.50,3.07,1.00,6.02,0.62,-2.8220,-161.69,-0.46
6.53,3.10,1.00,5.93,0.59,-2.8642,-164.11,-0.41
6.56,3.13,1.00,5.83,0.56,-2.9026,-166.31,-0.36
6.59,3.16,1.00,5.73,0.54,-2.9378,-168.32,-0.32
6.63,3.20,1.00,5.63,0.52,-2.9702,-170.18,-0.29
6.66,3.23,0.19,5.52,0.50,-3.0002,-171.90,-0.27
6.69,3.23,-1.00,5.41,0.49,-3.0280,-173.49,-0.24
6.73,3.20,-1.00,5.30,0.48,-3.0541,-174.99,-0.23
6.76,3.17,-1.00,5.19,0.47,-3.0786,-176.39,-0.21
6.80,3.13,-1.00,5.08,0.46,-3.1019,-177.72,-0.20
6.84,3.09,-1.00,4.96,0.46,-3.1240,-178.99,-0.19
6.87,3.05,-1.00,4.85,0.46,3.1380,179.79,-0.18
6.91,3.02,-1.00,4.73,0.46,3.1175,178.62,-0.17
6.95,2.98,-1.00,4.61,0.46,3.0977,177.48,-0.17
6.99,2.94,-1.00,4.50,0.47,3.0783,176.37,-0.16
7.03,2.90,-1.00,4.38,0.48,3.0591,175.28,-0.16
7.07,2.86,-1.00,4.26,0.49,3.0402,174.19,-0.16
7.11,2.82,-1.00,4.15,0.50,3.0213,173.11,-0.17
7.15,2.78,-1.00,4.04,0.52,3.0022,172.01,-0.17
7.19,2.73,-1.00,3.92,0.53,2.9828,170.90,-0.17
7.23,2.69,-1.00,3.82,0.55,2.9630,169.77,-0.18
7.28,2.65,-1.00,3.71,0.57,2.9426,168.60,-0.19
7.32,2.61,-1.00,3.60,0.60,2.9213,167.38,-0.21
7.36,2.57,-1.00,3.50,0.62,2.8990,166.10,-0.22
7.40,2.53,-1.00,3.40,0.65,2.8753,164.74,-0.24
7.44,2.49,-1.00,3.31,0.67,2.8499,163.29,-0.27
7.47,2.45,-1.00,3.22,0.70,2.8225,161.71,-0.31
7.51,2.42,-1.00,3.13,0.73,2.7924,159.99,-0.35
7.55,2.38,-1.00,3.05,0.76,2.7592,158.09,-0.41
7.58,2.34,-1.00,2.97,0.80,2.7235,156.05,-0.44
7.62,2.31,-1.00,2.90,0.83,2.6865,153.92,-0.48
7.65,2.28,-1.00,2.83,0.87,2.6483,151.74,-0.51
7.69,2.24,-1.00,2.76,0.90,2.6091,149.49,-0.55
7.72,2.21,-1.00,2.70,0.94,2.5692,147.21,-0.58
7.75,2.18,-1.00,2.65,0.98,2.5289,144.90,-0.60
7.78,2.15,-1.00,2.59,1.02,2.4885,142.58,-0.62
7.81,2.12,-1.00,2.54,1.06,2.4485,140.29,-0.63
7.87,2.06,-1.00,2.45,1.14,2.3708,135.84,-0.63
7.92,2.00,-1.00,2.37,1.22,2.2993,131.74,-0.60
7.98,1.95,-1.00,2.30,1.31,2.2371,128.18,-0.52
8.04,1.89,-1.00,2.24,1.39,2.1870,125.31,-0.41
8.09,1.84,-1.00,2.18,1.48,2.1512,123.25,-0.27
8.15,1.78,-1.00,2.12,1.56,2.1314,122.12,-0.11
8.21,1.72,-1.00,2.07,1.65,2.1290,121.99,0.07
8.26,1.67,-1.00,2.02,1.73,2.1451,122.91,0.26
8.32,1.61,-1.00,1.97,1.81,2.1802,124.92,0.46
8.38,1.55,-1.00,1.91,1.89,2.2343,128.01,0.66
8.45,1.48,-1.00,1.85,1.96,2.3062,132.14,0.83
8.48,1.45,-1.00,1.81,2.00,2.3482,134.54,0.90
8.51,1.41,-1.00,1.78,2.03,2.3935,137.14,0.95
8.59,1.34,-1.00,1.70,2.10,2.4776,141.96,0.74
8.67,1.26,-1.00,1.62,2.16,2.5451,145.82,0.59
8.75,1.18,-1.00,1.53,2.21,2.5992,148.92,0.47
8.84,1.09,-1.00,1.44,2.26,2.6424,151.40,0.38
8.93,0.99,-1.00,1.36,2.31,2.6765,153.35,0.31
9.04,0.89,-1.00,1.27,2.35,2.7024,154.83,0.24
9.14,0.79,-1.00,1.19,2.39,2.7203,155.86,0.16
9.25,0.67,-1.00,1.11,2.42,2.7295,156.39,0.05
9.37,0.56,-1.00,1.05,2.45,2.7271,156.25,-0.15
9.49,0.44,-1.00,0.99,2.47,2.7062,155.05,-0.65
9.61,0.31,-1.00,0.95,2.49,2.6456,151.58,-2.48
9.68,0.25,-1.00,0.94,2.50,2.5805,147.85,-5.50
9.71,0.22,-1.00,0.93,2.51,2.5298,144.95,-8.74
9.74,0.19,-1.00,0.93,2.51,2.4581,140.84,-14.74
9.75,0.17,-1.00,0.92,2.51,2.4106,138.12,-19.65
9.77,0.16,-1.00,0.92,2.51,2.3524,134.78,-26.72
9.78,0.14,-1.00,0.92,2.52,2.2799,130.63,-37.02
9.79,0.14,-1.00,0.92,2.52,2.2370,128.17,-43.84
9.80,0.13,-1.00,0.92,2.52,2.1888,125.41,-52.10
9.81,0.12,-1.00,0.92,2.52,2.1345,122.30,-62.01
9.82,0.11,-1.00,0.92,2.52,2.0734,118.79,-73.79
9.82,0.10,-1.00,0.92,2.52,2.0045,114.85,-87.54
9.83,0.10,-1.00,0.92,2.52,1.9274,110.43,-103.12
9.84,0.09,-1.00,0.92,2.52,1.8414,105.51,-120.03
9.84,0.08,-1.00,0.92,2.52,1.7951,102.85,-128.67
9.85,0.08,-0.95,0.92,2.52,1.7467,100.08,-137.19
9.85,0.08,-0.76,0.92,2.52,1.6961,97.18,-145.37
9.86,0.07,-0.59,0.92,2.52,1.6436,94.17,-152.94
9.86,0.07,-0.45,0.92,2.52,1.5894,91.07,-159.63
9.87,0.07,-0.32,0.92,2.52,1.5337,87.88,-165.16
9.87,0.06,-0.18,0.92,2.52,1.4769,84.62,-169.30
9.88,0.06,-0.06,0.92,2.52,1.4192,81.31,-171.83
9.88,0.06,0.06,0.92,2.52,1.3611,77.98,-172.62
9.89,0.06,0.19,0.92,2.53,1.3029,74.65,-171.64
9.89,0.06,0.32,0.92,2.53,1.2451,71.34,-168.92
9.90,0.07,0.46,0.92,2.53,1.1881,68.07,-164.59
9.90,0.07,0.61,0.92,2.53,1.1321,64.87,-158.86
9.91,0.07,0.78,0.92,2.53,1.0776,61.74,-151.98
9.91,0.08,0.97,0.92,2.53,1.0247,58.71,-144.22
9.92,0.08,1.00,0.92,2.53,0.9737,55.79,-135.87
9.92,0.08,1.00,0.92,2.53,0.9248,52.99,-127.18
9.93,0.09,1.00,0.92,2.53,0.8781,50.31,-118.38
9.94,0.10,1.00,0.92,2.53,0.7912,45.33,-101.23
9.94,0.11,1.00,0.92,2.53,0.7131,40.86,-85.49
9.95,0.11,1.00,0.92,2.53,0.6434,36.86,-71.66
9.96,0.12,1.00,0.92,2.53,0.5814,33.31,-59.86
9.97,0.13,1.00,0.92,2.53,0.5264,30.16,-49.99
9.98,0.14,1.00,0.92,2.53,0.4775,27.36,-41.81
9.99,0.15,1.00,0.93,2.53,0.3952,22.64,-29.55
10.01,0.17,1.00,0.93,2.53,0.3293,18.87,-21.27
10.03,0.19,1.00,0.93,2.53,0.2759,15.81,-15.61
10.04,0.20,1.00,0.93,2.53,0.2321,13.30,-11.69
10.08,0.24,1.00,0.94,2.54,0.1651,9.46,-6.90
10.15,0.31,-0.84,0.96,2.54,0.0809,4.63,-2.85
10.51,0.00,-0.84,1.02,2.54,-0.0000,-0.00,-0.74
